Destination Port,Flow Duration,Total Length of Fwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Bwd IAT Std,Bwd IAT Max,Fwd PSH Flags,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Bytes,Init_Win_bytes_backward,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,60433,58,58,58,58.0,186,186,186.0,0.0,60433.0,0.0,60433,0,0.0,0.0,0,0.0,0,0,58,186,100.6666667,73.90083446,5461.333333,0,0,0,0,0,1,151.0,58.0,186.0,58,-1,0.0,0.0,0,0,0
443,2311330,1687,1337,0,187.4444444444,1448,0,427.875,627.834472612,144458.125,497457.043621641,1999909,311418,38927.25,70014.7938341809,208262,741824.959591418,1999933,0,0,1448,283.8888888889,521.4422182065,271901.986928105,0,0,1,0,0,0,300.5882352941,187.4444444444,427.875,1687,264,0.0,0.0,0,0,0
53760,229,0,0,0,0.0,0,0,0.0,0.0,229.0,0.0,229,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1,0.0,0.0,0.0,0,65535,0.0,0.0,0,0,0
80,98421777,360,348,0,36.0,5792,0,1932.5,2181.008184,6561451.8,25400000.0,98300000,98300000,10900000.0,32800000.0,98300000,58539.85722,133288,0,0,5792,703.2352941,1539.182394,2369082.441,0,0,0,1,0,0,747.1875,36.0,1932.5,360,235,98300000.0,0.0,98300000,98300000,1
53,246,64,32,32,32.0,79,79,79.0,0.0,82.0,101.6021653313,196,1,1.0,0.0,1,0.0,49,0,32,79,50.8,25.7429602027,662.7,0,0,0,0,0,1,63.5,32.0,79.0,64,-1,0.0,0.0,0,0,0
80,116097640,294,283,0,14.7,1460,0,611.6086957,721.1174875,2764229.524,4451720.634,10000000,116000000,6110402.105,4881598.056,10000000,5128360.052,10100000,0,0,1460,326.3863636,599.1582163,358990.5682,0,0,1,0,0,1,333.9767442,14.7,611.6086957,294,4663,10000000.0,9984.683283,10000000,9999487,0
53,46453,57,57,57,57.0,161,161,161.0,0.0,46453.0,0.0,46453,0,0.0,0.0,0,0.0,0,0,57,161,91.66666667,60.044428,3605.333333,0,0,0,0,0,1,137.5,57.0,161.0,57,-1,0.0,0.0,0,0,0
443,63461,1174,901,0,106.7272727273,1397,0,338.6666666667,550.9590426399,3966.3125,6212.9176797889,15218,63461,6346.1,9771.2847722293,26517,7377.0093872788,16280,0,0,1397,178.1111111111,381.3852288834,145454.692810457,0,0,1,0,0,0,188.5882352941,106.7272727273,338.6666666667,1174,32,0.0,0.0,0,0,0
53,111863,124,31,31,31.0,47,47,47.0,0.0,22372.6,33012.18006,73336,38526,12842.0,22236.9343,38519,0.0,1,0,31,47,35.57142857,7.807200584,60.95238095,0,0,0,0,0,0,41.5,31.0,47.0,124,-1,0.0,0.0,0,0,0
55540,40130,6,6,6,6.0,6,6,6.0,0.0,8026.0,9342.001338,22057,0,0.0,0.0,0,5859.628963,12893,0,6,6,6.0,0.0,0.0,0,0,0,1,1,5,7.0,6.0,6.0,6,0,0.0,0.0,0,0,0
80,5176262,12,6,0,4.0,0,0,0.0,0.0,1725420.66666667,2967505.89655595,5151973,5176262,2588131.0,3625820.12818176,5151973,0.0,0,0,0,6,2.4,3.286335345,10.8,0,0,1,0,0,0,3.0,4.0,0.0,12,29200,0.0,0.0,0,0,0
443,45374077,2592,1093,0,185.1428571429,1481,0,260.4615384615,527.7658280249,1745156.80769231,3755461.94551565,10204453,45338460,3487573.84615385,4794494.76294081,10240011,4899526.87231787,10240372,0,0,1481,213.5,438.0232955077,191864.407407407,0,0,1,0,0,0,221.4074074074,185.1428571429,260.4615384615,2592,6792,10163037.5,82341.9884647763,10204453,10039525,0
53,46765,76,38,38,38.0,80,80,80.0,0.0,15588.33333,26949.56256,46707,10,10.0,0.0,10,0.0,48,0,38,80,54.8,23.00434742,529.2,0,0,0,0,0,1,68.5,38.0,80.0,76,-1,0.0,0.0,0,0,0
3351,87,4,2,2,2.0,6,6,6.0,0.0,29.0,16.46207763,39,49,49.0,0.0,49,0.0,48,0,2,6,3.6,2.19089023,4.8,0,0,1,0,0,1,4.5,2.0,6.0,4,0,0.0,0.0,0,0,0
51900,86,0,0,0,0.0,0,0,0.0,0.0,86.0,0.0,86,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1,0.0,0.0,0.0,0,65535,0.0,0.0,0,0,0
53,23856,42,42,42,42.0,218,218,218.0,0.0,23856.0,0.0,23856,0,0.0,0.0,0,0.0,0,0,42,218,100.6666667,101.6136474,10325.33333,0,0,0,0,0,1,151.0,42.0,218.0,42,-1,0.0,0.0,0,0,0
53,250,134,67,67,67.0,195,195,195.0,0.0,83.33333333,61.19912853,154,48,48.0,0.0,48,0.0,48,0,67,195,118.2,70.10848736,4915.2,0,0,0,0,0,1,147.75,67.0,195.0,134,-1,0.0,0.0,0,0,0
53,162,68,34,34,34.0,50,50,50.0,0.0,54.0,54.24942396,111,3,3.0,0.0,3,0.0,48,0,34,50,40.4,8.76356092,76.8,0,0,0,0,0,1,50.5,34.0,50.0,68,-1,0.0,0.0,0,0,0
53,69510,43,43,43,43.0,279,279,279.0,0.0,69510.0,0.0,69510,0,0.0,0.0,0,0.0,0,0,43,279,121.6666667,136.2546635,18565.33333,0,0,0,0,0,1,182.5,43.0,279.0,43,-1,0.0,0.0,0,0,0
53,48349,42,42,42,42.0,124,124,124.0,0.0,48349.0,0.0,48349,0,0.0,0.0,0,0.0,0,0,42,124,69.33333333,47.34272207,2241.333333,0,0,0,0,0,1,104.0,42.0,124.0,42,-1,0.0,0.0,0,0,0
53,23579,51,51,51,51.0,112,112,112.0,0.0,23579.0,0.0,23579,0,0.0,0.0,0,0.0,0,0,51,112,71.33333333,35.21836642,1240.333333,0,0,0,0,0,1,107.0,51.0,112.0,51,-1,0.0,0.0,0,0,0
53,30763,60,30,30,30.0,172,172,172.0,0.0,10254.3333333333,17758.4283182193,30760,0,0.0,0.0,0,0.0,3,0,30,172,86.8,77.7766031657,6049.2,0,0,0,0,0,1,108.5,30.0,172.0,60,-1,0.0,0.0,0,0,0
443,246,31,31,0,10.3333333333,0,0,0.0,0.0,123.0,79.1959594929,179,246,123.0,79.1959594929,179,0.0,0,1,0,31,15.5,17.8978583449,320.3333333333,0,1,0,1,0,0,20.6666666667,10.3333333333,0.0,31,-1,0.0,0.0,0,0,0
53,31309,86,43,43,43.0,97,97,97.0,0.0,10436.33333,18072.7955,31305,1,1.0,0.0,1,0.0,3,0,43,97,64.6,29.57701811,874.8,0,0,0,0,0,1,80.75,43.0,97.0,86,-1,0.0,0.0,0,0,0
50363,216,37,37,0,18.5,6,6,6.0,0.0,108.0,43.84062043,139,216,216.0,0.0,216,0.0,0,1,0,37,20.0,19.78214683,391.3333333,0,1,0,1,0,0,26.66666667,18.5,6.0,37,0,0.0,0.0,0,0,0
80,984772,26,20,0,8.666666667,5840,0,1934.5,2538.919278,123096.5,347691.9439,983590,833,416.5,422.1427484,715,439747.8423,983590,0,0,5840,1163.3,2138.329153,4572451.567,0,0,1,0,0,2,1292.555556,8.666666667,1934.5,26,229,0.0,0.0,0,0,1
3905,42,2,2,2,2.0,6,6,6.0,0.0,42.0,0.0,42,0,0.0,0.0,0,0.0,0,0,2,6,3.333333333,2.309401077,5.333333333,0,0,1,0,0,1,5.0,2.0,6.0,2,0,0.0,0.0,0,0,1
53,464769,44,44,44,44.0,60,60,60.0,0.0,464769.0,0.0,464769,0,0.0,0.0,0,0.0,0,0,44,60,49.33333333,9.237604307,85.33333333,0,0,0,0,0,1,74.0,44.0,60.0,44,-1,0.0,0.0,0,0,0
443,116816372,1593,956,0,106.2,1418,0,313.6,509.9835852,4028150.759,15000000.0,58200000,117000000,8344026.571,21100000.0,58300000,21200000.0,58300000,0,0,1418,203.1290323,401.5058108,161206.9161,0,0,1,0,0,1,209.9,106.2,313.6,1593,370,58200000.0,10505.48545,58200000,58200000,0
80,490448,26,20,0,8.666666667,7215,0,2321.4,3327.769794,70064.0,184941.2776,489471,777,388.5,543.7651147,773,244581.4064,489471,0,0,7215,1292.555556,2650.585648,7025604.278,0,0,1,0,0,1,1454.125,8.666666667,2321.4,26,229,0.0,0.0,0,0,1
443,1150068,932,290,0,71.69230769,1460,0,470.6666667,593.3807799,54765.14286,111480.8198,480992,1150068,95839.0,140209.6774,480992,238159.9052,696245,0,0,1460,224.6956522,416.9059666,173810.585,0,0,1,0,0,0,234.9090909,71.69230769,470.6666667,932,1013,0.0,0.0,0,0,0
53,223,90,45,45,45.0,86,86,86.0,0.0,74.33333333,122.6879511,216,4,4.0,0.0,4,0.0,3,0,45,86,61.4,22.45662486,504.3,0,0,0,0,0,1,76.75,45.0,86.0,90,-1,0.0,0.0,0,0,0
80,17,0,0,0,0.0,0,0,0.0,0.0,17.0,0.0,17,17,17.0,0.0,17,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,-1,0.0,0.0,0,0,0
80,84051150,1466,365,0,122.1666667,5792,0,1932.5,2181.008184,4944185.294,20100000.0,83100000,84000000,7632515.636,25000000.0,83100000,383865.7804,876964,0,0,5792,687.4210526,1448.099341,2096991.702,0,0,0,1,0,0,725.6111111,122.1666667,1932.5,1466,235,83100000.0,0.0,83100000,83100000,1
53,60707,64,64,64,64.0,117,117,117.0,0.0,60707.0,0.0,60707,0,0.0,0.0,0,0.0,0,0,64,117,81.66666667,30.59956427,936.3333333,0,0,0,0,0,1,122.5,64.0,117.0,64,-1,0.0,0.0,0,0,0
56293,38,6,6,6,6.0,6,6,6.0,0.0,38.0,0.0,38,0,0.0,0.0,0,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,1,1,9.0,6.0,6.0,6,1024,0.0,0.0,0,0,0
80,115114565,513,429,0,32.0625,796,0,57.28571429,212.6226085,3969467.759,4876905.844,10000000,115000000,7674304.333,4178572.182,10000000,3762261.187,10000000,0,0,796,42.41935484,159.417225,25413.85161,0,0,1,0,0,0,43.83333333,32.0625,57.28571429,513,288,10000000.0,17660.07294,10000000,9951295,0
53,152,64,32,32,32.0,48,48,48.0,0.0,50.66666667,48.52147291,100,3,3.0,0.0,3,0.0,49,0,32,48,38.4,8.76356092,76.8,0,0,0,0,0,1,48.0,32.0,48.0,64,-1,0.0,0.0,0,0,0
1998,65,4,2,2,2.0,6,6,6.0,0.0,21.66666667,8.082903769,31,48,48.0,0.0,48,0.0,48,0,2,6,3.6,2.19089023,4.8,0,0,1,0,0,1,4.5,2.0,6.0,4,0,0.0,0.0,0,0,0
80,81091238,62,20,0,6.888888889,11595,0,2901.75,5795.50069,6757603.167,21200000.0,74000000,80100000,10000000.0,25900000.0,74000000,581950.8476,1008513,0,0,11595,833.9285714,3097.25274,9592974.533,0,0,0,1,0,0,898.0769231,6.888888889,2901.75,62,229,40000000.0,48000000.0,74000000,6088130,1
443,84739,0,0,0,0.0,0,0,0.0,0.0,84739.0,0.0,84739,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0
80,8873405,303,303,0,37.875,3426,0,1066.6,1097.706721,521965.0,2140053.898,8826545,46787,6683.857143,10967.23313,23018,2941170.885,8826545,0,0,3426,577.3157895,942.2263265,887790.4503,0,0,1,0,0,1,609.3888889,37.875,1066.6,303,122,0.0,0.0,0,0,0
80,85828231,314,302,0,52.33333333,8699,0,1932.5,3511.469194,7802566.455,25500000.0,84800000,85800000,17200000.0,37800000.0,84800000,38400000.0,85800000,0,0,8699,916.5384615,2470.326787,6102514.436,1,0,0,0,0,1,992.9166667,52.33333333,1932.5,314,235,84800000.0,0.0,84800000,84800000,1
53,38888,55,55,55,55.0,112,112,112.0,0.0,38888.0,0.0,38888,0,0.0,0.0,0,0.0,0,0,55,112,74.0,32.9089653438,1083.0,0,0,0,0,0,1,111.0,55.0,112.0,55,-1,0.0,0.0,0,0,0
53,60714,49,49,49,49.0,148,148,148.0,0.0,60714.0,0.0,60714,0,0.0,0.0,0,0.0,0,0,49,148,82.0,57.15767665,3267.0,0,0,0,0,0,1,123.0,49.0,148.0,49,-1,0.0,0.0,0,0,0
80,4130918,30,6,6,6.0,0,0,0.0,0.0,1032729.5,2064929.033,4130123,4130918,1032729.5,2064929.033,4130123,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,0,0,7.2,6.0,0.0,30,-1,0.0,0.0,0,0,1
80,98848,12,6,6,6.0,0,0,0.0,0.0,98848.0,0.0,98848,98848,98848.0,0.0,98848,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,0,0,9.0,6.0,0.0,12,-1,0.0,0.0,0,0,0
20959,3,12,6,6,6.0,0,0,0.0,0.0,3.0,0.0,3,3,3.0,0.0,3,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,0,0,9.0,6.0,0.0,12,-1,0.0,0.0,0,0,0
53,546,63,63,63,63.0,123,123,123.0,0.0,546.0,0.0,546,0,0.0,0.0,0,0.0,0,0,63,123,83.0,34.6410161514,1200.0,0,0,0,0,0,1,124.5,63.0,123.0,63,-1,0.0,0.0,0,0,0
47273,57,31,31,0,15.5,6,6,6.0,0.0,28.5,34.64823228,53,4,4.0,0.0,4,0.0,0,1,0,31,17.0,16.35033129,267.3333333,0,1,0,1,0,0,22.66666667,15.5,6.0,31,0,0.0,0.0,0,0,0
443,119932083,2214,623,0,88.56,1430,0,240.2,440.0501069,2220964.5,11100000.0,58800000,120000000,4997170.125,16500000.0,58800000,15100000.0,59000000,0,0,1430,168.2142857,343.3475162,117887.5169,0,0,1,0,0,1,171.2727273,88.56,240.2,2214,379,58500000.0,383319.7577,58800000,58300000,0
53,60844,39,39,39,39.0,249,249,249.0,0.0,60844.0,0.0,60844,0,0.0,0.0,0,0.0,0,0,39,249,109.0,121.2435565298,14700.0,0,0,0,0,0,1,163.5,39.0,249.0,39,-1,0.0,0.0,0,0,0
443,116023674,826,422,0,39.33333333,1448,0,225.8421053,479.8459548,2974966.0,4544921.087,10000000,116000000,5801183.7,4952130.905,10100000,5034109.609,10100000,0,0,1448,124.804878,343.6467095,118093.061,0,0,1,0,0,0,127.925,39.33333333,225.8421053,826,23,9618085.417,1348070.982,10000000,5337450,0
44192,43,0,0,0,0.0,0,0,0.0,0.0,43.0,0.0,43,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1,0.0,0.0,0.0,0,364,0.0,0.0,0,0,0
5353,16,585,45,45,45.0,0,0,0.0,0.0,1.3333333333,1.1547005384,5,16,1.3333333333,1.1547005384,5,0.0,0,0,45,45,45.0,0.0,0.0,0,0,0,0,0,0,48.4615384615,45.0,0.0,585,-1,0.0,0.0,0,0,0
1165,84,0,0,0,0.0,6,6,6.0,0.0,84.0,0.0,84,0,0.0,0.0,0,0.0,0,0,0,6,2.0,3.464101615,12.0,0,0,1,0,0,1,3.0,0.0,6.0,0,0,0.0,0.0,0,0,1
80,5998963,12,6,0,4.0,0,0,0.0,0.0,1999654.33333333,3426217.1106095,5955831,5998963,2999481.5,4180909.55801492,5955831,0.0,0,0,0,6,2.4,3.286335345,10.8,0,0,1,0,0,0,3.0,4.0,0.0,12,42780,0.0,0.0,0,0,0
2009,87,0,0,0,0.0,6,6,6.0,0.0,87.0,0.0,87,0,0.0,0.0,0,0.0,0,0,0,6,2.0,3.464101615,12.0,0,0,1,0,0,1,3.0,0.0,6.0,0,0,0.0,0.0,0,0,1
80,99517676,368,368,0,40.88888889,10136,0,2319.0,4414.366206,7655205.846,27600000.0,99400000,99400000,12400000.0,35100000.0,99400000,66264.15919,136153,0,0,10136,797.5333333,2610.827096,6816418.124,0,0,0,1,0,0,854.5,40.88888889,2319.0,368,235,99400000.0,0.0,99400000,99400000,1
80,67475743,410,410,0,68.33333333,4344,0,1932.5,1754.831473,6134158.455,20300000.0,67300000,67300000,13500000.0,30100000.0,67300000,59737.89,136311,0,0,4344,923.4615385,1496.842489,2240537.436,0,0,0,1,0,1,1000.416667,68.33333333,1932.5,410,235,67300000.0,0.0,67300000,67300000,1
53,517,50,50,50,50.0,66,66,66.0,0.0,517.0,0.0,517,0,0.0,0.0,0,0.0,0,0,50,66,55.33333333,9.237604307,85.33333333,0,0,0,0,0,1,83.0,50.0,66.0,50,-1,0.0,0.0,0,0,0
53,224,82,41,41,41.0,91,91,91.0,0.0,74.66666667,127.5944095,222,1,1.0,0.0,1,0.0,1,0,41,91,61.0,27.38612788,750.0,0,0,0,0,0,1,76.25,41.0,91.0,82,-1,0.0,0.0,0,0,0
53,163,80,40,40,40.0,101,101,101.0,0.0,54.33333333,54.77529857,112,3,3.0,0.0,3,0.0,48,0,40,101,64.4,33.41107601,1116.3,0,0,0,0,0,1,80.5,40.0,101.0,80,-1,0.0,0.0,0,0,0
53,169,84,42,42,42.0,95,95,95.0,0.0,56.33333333,91.51138363,162,4,4.0,0.0,4,0.0,3,0,42,95,63.2,29.02929555,842.7,0,0,0,0,0,1,79.0,42.0,95.0,84,-1,0.0,0.0,0,0,0
54175,34,6,6,6,6.0,6,6,6.0,0.0,34.0,0.0,34,0,0.0,0.0,0,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,1,1,9.0,6.0,6.0,6,256,0.0,0.0,0,0,0
443,90825558,768,411,6,96.0,96,6,40.625,33.37637103,6055037.2,16700000.0,58500000,90800000,13000000.0,23400000.0,58600000,23400000.0,58500000,1,6,411,67.0,100.8036458,10161.375,0,1,0,1,0,1,71.1875,96.0,40.625,768,377,45300000.0,18700000.0,58500000,32000000,0
443,10408,12,6,6,6.0,0,0,0.0,0.0,10408.0,0.0,10408,10408,10408.0,0.0,10408,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,0,0,9.0,6.0,0.0,12,-1,0.0,0.0,0,0,0
443,182441,0,0,0,0.0,0,0,0.0,0.0,182441.0,0.0,182441,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1,0.0,0.0,0.0,0,32,0.0,0.0,0,0,0
53,138475,41,41,41,41.0,57,57,57.0,0.0,138475.0,0.0,138475,0,0.0,0.0,0,0.0,0,0,41,57,46.33333333,9.237604307,85.33333333,0,0,0,0,0,1,69.5,41.0,57.0,41,-1,0.0,0.0,0,0,0
80,86000456,330,312,0,55.0,4344,0,1656.428571,1760.597234,7166704.667,24800000.0,85800000,85900000,17200000.0,38400000.0,85800000,35000000.0,85800000,0,0,4344,852.2142857,1460.61695,2133401.874,1,0,0,0,0,1,917.7692308,55.0,1656.428571,330,235,85800000.0,0.0,85800000,85800000,1
53,30418,35,35,35,35.0,51,51,51.0,0.0,30418.0,0.0,30418,0,0.0,0.0,0,0.0,0,0,35,51,40.33333333,9.237604307,85.33333333,0,0,0,0,0,1,60.5,35.0,51.0,35,-1,0.0,0.0,0,0,0
39809,1,6,6,6,6.0,2,2,2.0,0.0,1.0,0.0,1,0,0.0,0.0,0,0.0,0,0,2,6,4.666666667,2.309401077,5.333333333,1,0,0,1,0,1,7.0,6.0,2.0,6,1024,0.0,0.0,0,0,0
80,4649904,30,6,6,6.0,0,0,0.0,0.0,1162476.0,2323624.855,4647913,4649904,1162476.0,2323624.855,4647913,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,0,0,7.2,6.0,0.0,30,-1,0.0,0.0,0,0,1
80,1210111,26,20,0,8.666666667,5755,0,1934.5,2529.124572,151263.875,427298.2898,1208773,1031,515.5,590.4341623,933,540445.3064,1208773,0,0,5755,1163.3,2131.87096,4544873.789,0,0,1,0,0,2,1292.555556,8.666666667,1934.5,26,229,0.0,0.0,0,0,1
80,91557934,56,20,0,7.0,7215,0,2321.4,3327.769794,7629827.833,24600000.0,85700000,90900000,13000000.0,32100000.0,85700000,333281.5292,666862,0,0,7215,833.5,2175.302587,4731941.346,0,0,0,1,0,0,897.6153846,7.0,2321.4,56,229,45400000.0,56900000.0,85700000,5221113,1
80,3,0,0,0,0.0,0,0,0.0,0.0,3.0,0.0,3,3,3.0,0.0,3,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,-1,0.0,0.0,0,0,1
443,245,65,53,6,21.66666667,0,0,0.0,0.0,122.5,103.9446968,196,245,122.5,103.9446968,196,0.0,0,0,6,53,17.75,23.5,552.25,0,0,0,1,0,0,23.66666667,21.66666667,0.0,65,-1,0.0,0.0,0,0,0
53,133401,40,40,40,40.0,168,168,168.0,0.0,133401.0,0.0,133401,0,0.0,0.0,0,0.0,0,0,40,168,82.66666667,73.90083446,5461.333333,0,0,0,0,0,1,124.0,40.0,168.0,40,-1,0.0,0.0,0,0,0
80,987,0,0,0,0.0,0,0,0.0,0.0,987.0,0.0,987,987,987.0,0.0,987,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,-1,0.0,0.0,0,0,1
55071,999219,0,0,0,0.0,0,0,0.0,0.0,999219.0,0.0,999219,999219,999219.0,0.0,999219,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,-1,0.0,0.0,0,0,0
80,10216518,6181,5792,0,1236.2,906,0,113.25,320.3193719,851376.5,2881034.754,9998875,217643,54410.75,65637.36848,149892,3768180.86,9998955,0,0,5792,506.2142857,1542.522419,2379375.412,0,0,1,0,0,1,545.1538462,1236.2,113.25,6181,81,0.0,0.0,0,0,0
53,31021,62,31,31,31.0,180,180,180.0,0.0,10340.33333,17865.82957,30970,3,3.0,0.0,3,0.0,48,0,31,180,90.6,81.61066107,6660.3,0,0,0,0,0,1,113.25,31.0,180.0,62,-1,0.0,0.0,0,0,0
53,138,78,39,39,39.0,55,55,55.0,0.0,46.0,74.47818473,132,3,3.0,0.0,3,0.0,3,0,39,55,45.4,8.76356092,76.8,0,0,0,0,0,1,56.75,39.0,55.0,78,-1,0.0,0.0,0,0,0
443,3022,0,0,0,0.0,0,0,0.0,0.0,3022.0,0.0,3022,3022,3022.0,0.0,3022,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,-1,0.0,0.0,0,0,0
53,249,76,38,38,38.0,166,166,166.0,0.0,83.0,60.62177826,153,48,48.0,0.0,48,0.0,48,0,38,166,89.2,70.10848736,4915.2,0,0,0,0,0,1,111.5,38.0,166.0,76,-1,0.0,0.0,0,0,0
80,99686793,359,359,0,59.83333333,5792,0,1932.5,2181.008184,9062435.727,30000000.0,99500000,99500000,19900000.0,44500000.0,99500000,73525.53513,167237,0,0,5792,919.5384615,1715.8098,2944003.269,0,0,0,1,0,1,996.1666667,59.83333333,1932.5,359,235,99500000.0,0.0,99500000,99500000,1
53,23739,64,64,64,64.0,157,157,157.0,0.0,23739.0,0.0,23739,0,0.0,0.0,0,0.0,0,0,64,157,95.0,53.69357503,2883.0,0,0,0,0,0,1,142.5,64.0,157.0,64,-1,0.0,0.0,0,0,0
443,11655849,2471,775,0,205.9166667,1581,0,521.4,594.5400089,555040.4286,2159410.417,9941378,11700000,1059590.182,2956162.201,9941378,3280074.915,9998913,0,0,1581,334.1304348,474.0469198,224720.4822,0,0,1,0,0,0,349.3181818,205.9166667,521.4,2471,271,9941378.0,0.0,9941378,9941378,0
443,60229956,1283,837,0,160.375,1460,0,673.5,666.5885538,4633073.538,16600000.0,60000000,60200000,8604279.429,22700000.0,60000000,31372.35731,63298,0,0,1460,354.9333333,523.956305,274530.2095,0,0,1,0,0,0,380.2857143,160.375,673.5,1283,509,0.0,0.0,0,0,0
53,7864885,91,46,45,45.5,172,62,117.0,77.78174593,2621628.333,4227399.234,7499543,7841480,7841480.0,0.0,7841480,0.0,7522948,0,45,172,74.0,55.25848351,3053.5,0,0,0,0,0,1,92.5,45.5,117.0,91,-1,7499543.0,0.0,7499543,7499543,0
443,106007,684,437,0,68.4,1573,0,342.2,690.6281199,7571.928571,10866.96661,26303,106007,11778.55556,16820.59302,48335,13243.74291,28872,0,0,1573,149.6875,396.0518011,156857.0292,0,0,1,0,0,0,159.6666667,68.4,342.2,684,972,0.0,0.0,0,0,0
53,205,60,30,30,30.0,132,132,132.0,0.0,68.3333333333,35.2183664206,109,48,48.0,0.0,48,0.0,48,0,30,132,70.8,55.8677008655,3121.2,0,0,0,0,0,1,88.5,30.0,132.0,60,-1,0.0,0.0,0,0,0
443,41695,0,0,0,0.0,0,0,0.0,0.0,20847.5,29414.93499,41647,41695,20847.5,29414.93499,41647,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,-1,0.0,0.0,0,0,0
80,100456611,368,362,0,40.88888889,5792,0,1932.5,2181.008184,7175472.214,26500000.0,99300000,100000000,12500000.0,35100000.0,99300000,57335.90768,131063,0,0,5792,747.6875,1578.560852,2491854.363,0,0,0,1,0,0,797.5333333,40.88888889,1932.5,368,235,99300000.0,0.0,99300000,99300000,1
80,3059,12,6,6,6.0,0,0,0.0,0.0,3059.0,0.0,3059,3059,3059.0,0.0,3059,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,0,0,9.0,6.0,0.0,12,-1,0.0,0.0,0,0,0
80,114400,0,0,0,0.0,0,0,0.0,0.0,114400.0,0.0,114400,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,1,1,0.0,0.0,0.0,0,1024,0.0,0.0,0,0,0
80,1247267,26,20,0,8.666666667,7300,0,2321.4,3346.363967,178181.0,471035.4854,1246389,616,308.0,364.8670991,566,623055.8941,1246389,0,0,7300,1292.555556,2662.264877,7087654.278,0,0,1,0,0,1,1454.125,8.666666667,2321.4,26,229,0.0,0.0,0,0,1
80,226,0,0,0,0.0,0,0,0.0,0.0,226.0,0.0,226,226,226.0,0.0,226,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0.0,0.0,0.0,0,-1,0.0,0.0,0,0,1
2888,3,37,31,6,18.5,0,0,0.0,0.0,3.0,0.0,3,3,3.0,0.0,3,0.0,0,1,6,31,22.66666667,14.43375673,208.3333333,0,1,0,1,0,0,34.0,18.5,0.0,37,-1,0.0,0.0,0,0,0
80,76856491,432,432,0,39.27272727,1963,0,178.4545455,591.8667694,3659832.905,4864871.595,10200000,71700000,7171386.3,4930418.255,10200000,4343120.743,10200000,0,0,1963,104.1304348,415.0903849,172300.0277,0,0,1,0,0,1,108.8636364,39.27272727,178.4545455,432,939,10200000.0,3403.58996,10200000,10200000,0
1132,28,0,0,0,0.0,6,6,6.0,0.0,28.0,0.0,28,0,0.0,0.0,0,0.0,0,0,0,6,2.0,3.464101615,12.0,0,0,1,0,0,1,3.0,0.0,6.0,0,0,0.0,0.0,0,0,1
53,47009,48,48,48,48.0,105,105,105.0,0.0,47009.0,0.0,47009,0,0.0,0.0,0,0.0,0,0,48,105,67.0,32.90896534,1083.0,0,0,0,0,0,1,100.5,48.0,105.0,48,-1,0.0,0.0,0,0,0
80,91,12,6,6,6.0,0,0,0.0,0.0,91.0,0.0,91,91,91.0,0.0,91,0.0,0,0,6,6,6.0,0.0,0.0,0,0,0,1,0,0,9.0,6.0,0.0,12,-1,0.0,0.0,0,0,0
